,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11,label
349,12.68,0.1204,0.0003025,208.4,0.000753,0.02867,0.03026,27.22,29.01,10.26,0.0001166,425.4,396.3,400.8,83.52,2.752,2.762,2.428,2.165,2.21,2.226,2.194,2.354,2.099,2.122,1.917,1.594,0.1031,0.1547,0.122,0.1059,0.116,0.1117,0.1158,0.1084,0.116,0.0,0.09924,10.67,724.1,58750.0,10660000.0,60.39,5.214,0.7323,602.0,10270.0,10640000000.0,146600000000.0,1903000000000.0,2.821e+17,1318000000000.0,17120000000000.0,5.29e+20,35.25,0.2372,0.0004146,1684.0,0.002043,0.08824,0.5204,92.65,200.7,241.6,0.009121,1448.0,1102.0,515.5,-113.1,1.344,-0.6045,-1.474,-0.0001387,2.253,2.653,0.593,0.1064,-0.643,-0.1025,-1.214,-0.6716,-0.8105,0.004784,0.02415,0.05621,0.007945,0.06429,0.06151,0.07135,0.08195,0.0,0.3147,75.88,5165.0,340600.0,70280000.0,120.3,-5.242,3.184,8838000.0,92640000.0,-78110000000000.0,-818700000000000.0,-8582000000000000.0,1.381e+21,7371000000000000.0,7.726e+16,1.59e+24,0.4449789,0.38492993,0.41610345,0.58087075,0.588241,0.5136869,0.5888135,0.4620639,0.45422807,0.41290826,0.43510285,0.51245356,joyful_activation
350,13.14,0.1395,0.000407,188.2,0.0008579,0.0345,0.03574,28.05,1.959,44.54,0.0001341,438.4,410.7,367.3,51.41,2.841,2.822,2.277,1.762,2.246,1.928,2.373,2.451,2.443,2.322,2.111,1.409,0.0979,0.1349,0.104,0.1314,0.1144,0.1153,0.1057,0.1142,0.127,0.0,0.1247,8.765,532.4,54130.0,9000000.0,64.02,1.258,1.063,600.7,10340.0,10620000000.0,147100000000.0,1917000000000.0,2.817e+17,1322000000000.0,17230000000000.0,5.33e+20,37.14,0.2503,0.0005822,1671.0,0.002312,0.1012,0.5021,97.12,220.4,318.7,0.009163,1517.0,1161.0,584.1,-106.3,0.9171,-1.173,-2.187,-0.6026,1.476,2.457,0.5333,-0.9523,-0.995,0.06288,-0.8828,-0.5584,-0.8032,0.003284,0.04511,0.08256,0.01049,0.1061,0.06201,0.04978,0.1361,0.0,0.3694,76.74,5166.0,342200.0,70140000.0,122.9,-4.938,3.723,8840000.0,92670000.0,-78150000000000.0,-819200000000000.0,-8588000000000000.0,1.382e+21,7376000000000000.0,7.732e+16,1.592e+24,0.43715414,0.45230177,0.41710392,0.49266127,0.54380083,0.49381968,0.59377223,0.40405703,0.4075927,0.42374158,0.41636568,0.4843959,joyful_activation
351,8.43,0.1022,0.0002421,181.2,0.0005775,0.02203,0.03035,19.99,1.174,5.904,0.0001496,312.3,263.4,204.1,50.14,2.473,2.291,2.378,2.225,2.296,2.377,2.062,2.202,2.037,2.007,1.781,1.933,0.06917,0.1166,0.08221,0.0947,0.1046,0.09664,0.0934,0.09614,0.0988,0.0,0.0782,7.733,513.5,43580.0,7301000.0,52.97,1.127,0.5109,601.9,10450.0,10640000000.0,148200000000.0,1937000000000.0,2.823e+17,1333000000000.0,17420000000000.0,5.387e+20,35.23,0.2365,0.0004172,1658.0,0.001922,0.08513,0.535,93.37,220.5,195.3,0.009159,1459.0,1101.0,482.9,-108.0,0.9215,-1.172,-3.495,-2.374,-0.1595,0.6728,0.3424,0.3843,-1.135,-0.4723,-0.573,-0.1316,-0.8176,-0.02667,0.01841,0.05132,0.04222,0.0869,0.08849,0.108,0.05218,0.0,0.3191,77.31,5248.0,341000.0,70670000.0,118.1,-4.91,3.194,8842000.0,92710000.0,-78180000000000.0,-819700000000000.0,-8595000000000000.0,1.383e+21,7380000000000000.0,7.738e+16,1.594e+24,0.50110257,0.5022181,0.4794569,0.5675677,0.51764446,0.40698656,0.45073187,0.42359498,0.5025161,0.47778612,0.48490342,0.51018965,joyful_activation
352,9.523,0.1107,0.0002579,178.2,0.0007084,0.02745,0.03977,22.55,23.17,22.19,0.0003145,352.3,297.6,236.5,50.4,2.076,2.118,2.439,2.094,1.777,2.253,1.891,1.936,1.904,1.855,1.767,1.488,0.07334,0.1022,0.09807,0.08628,0.09022,0.08694,0.07864,0.1147,0.09723,0.0,0.08899,8.289,497.8,48160.0,7444000.0,54.78,1.304,0.7447,603.7,10270.0,10680000000.0,146800000000.0,1905000000000.0,2.833e+17,1323000000000.0,17160000000000.0,5.301e+20,33.27,0.2259,0.0002805,1650.0,0.001558,0.06874,0.5441,90.8,210.7,108.3,0.00938,1419.0,1040.0,419.8,-113.0,2.226,0.3834,-2.072,-1.145,0.3481,0.4865,0.3671,-0.1462,-1.945,-1.612,-0.597,-0.7614,-0.8243,-0.06065,0.001726,0.04581,0.05178,0.06175,0.06552,0.06799,0.01722,0.0,0.2584,76.6,5330.0,347600.0,72630000.0,118.3,-5.221,2.593,8844000.0,92740000.0,-78220000000000.0,-820200000000000.0,-8601000000000000.0,1.384e+21,7385000000000000.0,7.744e+16,1.595e+24,0.56015843,0.6123661,0.5974826,0.590529,0.560969,0.5059289,0.49100053,0.43072614,0.47135156,0.47869906,0.5321121,0.5382871,joyful_activation
353,7.629,0.0671,0.0008341,224.1,0.001297,0.04873,0.07386,20.98,60.5,21.91,0.0003887,327.8,238.4,152.3,83.0,3.65,2.14,2.059,1.977,2.129,2.225,2.461,2.377,2.025,1.782,1.959,1.36,0.09586,0.2356,0.146,0.12,0.1138,0.09581,0.08767,0.08923,0.08348,0.0,0.08612,13.78,1155.0,88960.0,17430000.0,39.09,5.244,0.7361,601.8,6308.0,10650000000.0,111600000000.0,1170000000000.0,2.826e+17,1002000000000.0,10510000000000.0,3.257e+20,15.89,0.08713,0.0001949,1740.0,0.001973,0.0778,0.5964,41.84,170.8,167.7,0.00934,653.8,496.6,297.3,-126.8,8.064,1.611,-0.5303,-2.018,-0.4645,-0.126,-2.118,-2.861,-1.081,-0.6304,-0.1336,-0.9045,-0.9456,0.4418,-0.02194,0.02048,0.128,0.05325,0.04414,0.04869,0.04568,0.0,0.1748,45.94,3133.0,309000.0,56100000.0,49.5,-5.655,1.74,8846000.0,92770000.0,-78260000000000.0,-820700000000000.0,-8607000000000000.0,1.385e+21,7389000000000000.0,7.749e+16,1.597e+24,0.5049676,0.5830078,0.5503275,0.52156854,0.5160377,0.56002104,0.6515747,0.63727784,0.6164581,0.503894,0.40488884,0.43567482,solemnity
354,7.896,0.0658,0.000443,196.6,0.001353,0.05067,0.06871,21.0,36.29,43.87,0.0003921,328.0,246.8,226.4,50.21,3.247,2.544,2.045,1.755,1.792,2.005,1.765,1.687,1.718,2.007,2.093,1.848,0.06031,0.1726,0.1395,0.1015,0.1076,0.08323,0.09833,0.08864,0.08211,0.0,0.0932,11.03,828.1,62090.0,12540000.0,39.93,1.273,0.8278,604.0,6949.0,10690000000.0,117500000000.0,1290000000000.0,2.837e+17,1057000000000.0,11600000000000.0,3.59e+20,18.41,0.1024,0.0002564,1736.0,0.002327,0.09256,0.6089,48.0,196.7,213.2,0.009552,750.0,575.2,370.2,-114.3,6.337,0.8498,-0.7265,-2.828,-0.8686,0.1319,-1.992,-2.465,-0.6604,-0.1598,-0.263,-1.351,-0.939,0.394,-0.005152,0.01608,0.1084,0.03765,0.0651,0.08224,0.06443,0.0,0.231,50.13,3437.0,334700.0,60640000.0,64.84,-5.197,2.315,8848000.0,92790000.0,-78290000000000.0,-821100000000000.0,-8611000000000000.0,1.386e+21,7392000000000000.0,7.752e+16,1.598e+24,0.39245886,0.3968426,0.34596607,0.33288234,0.40742555,0.51539737,0.726419,0.6999457,0.60821074,0.51664424,0.4552619,0.40946573,solemnity
355,6.337,0.05538,0.0002099,200.3,0.001579,0.05752,0.05819,19.56,27.26,79.06,0.0004635,305.6,198.0,153.4,67.97,3.126,2.434,2.545,1.845,2.114,2.509,1.921,2.183,2.234,1.833,1.402,1.876,0.07063,0.206,0.1412,0.1121,0.107,0.08804,0.09604,0.09723,0.09794,0.0,0.08933,11.67,967.5,73270.0,14570000.0,39.7,1.229,0.8121,604.0,6926.0,10690000000.0,117400000000.0,1286000000000.0,2.839e+17,1055000000000.0,11560000000000.0,3.58e+20,18.47,0.09694,0.0001784,1742.0,0.002089,0.08233,0.5555,48.66,213.1,204.2,0.01001,760.4,577.2,364.7,-121.3,5.756,0.488,-1.433,-2.927,-1.915,-0.8773,-2.614,-3.459,-2.652,-1.504,-0.6746,-0.4428,-0.9378,0.3847,0.00611,-0.001927,0.1427,0.05435,0.05844,0.0792,0.06518,0.0,0.1953,51.16,3530.0,340900.0,62230000.0,58.93,-5.249,1.966,8850000.0,92820000.0,-78330000000000.0,-821500000000000.0,-8615000000000000.0,1.387e+21,7396000000000000.0,7.756e+16,1.599e+24,0.5683407,0.5901918,0.6513798,0.60206294,0.48574972,0.43497437,0.5005629,0.41479453,0.35770547,0.33680686,0.3980449,0.50940794,solemnity
356,10.11,0.08821,8.229e-05,197.8,0.000655,0.0243,0.08759,26.62,2.857,6.468,0.0002089,415.9,315.9,299.6,50.03,3.572,2.066,1.649,1.666,1.931,1.841,2.708,2.167,2.048,2.178,1.812,2.334,0.07671,0.1957,0.1425,0.1312,0.104,0.1059,0.1084,0.1021,0.116,0.0,0.05742,13.96,1043.0,66150.0,13740000.0,46.52,1.183,0.5138,603.2,7912.0,10680000000.0,126000000000.0,1469000000000.0,2.836e+17,1134000000000.0,13230000000000.0,4.092e+20,23.02,0.1354,0.0001039,1745.0,0.001491,0.06106,0.5498,59.46,220.3,86.2,0.009337,929.0,719.4,431.1,-121.4,5.09,0.1662,-1.139,-2.4,-1.275,-0.3975,-1.947,-2.235,-1.006,-0.3663,-0.582,-1.352,-0.9101,0.3341,0.02035,0.01121,0.08793,6.437e-05,0.07159,0.02621,0.02598,0.0,0.1699,55.77,3784.0,338900.0,63200000.0,80.24,-5.744,1.708,8853000.0,92840000.0,-78370000000000.0,-821900000000000.0,-8620000000000000.0,1.387e+21,7400000000000000.0,7.761e+16,1.601e+24,0.43158072,0.44174108,0.4628841,0.50824845,0.5575279,0.39816454,0.36805207,0.40326542,0.55699915,0.5190451,0.43484536,0.4486426,solemnity
357,19.67,0.1461,0.0002721,239.6,0.001068,0.04072,0.03147,32.86,0.8319,42.92,0.0003983,513.5,614.7,690.9,99.54,4.787,2.834,2.466,1.968,2.364,2.737,2.435,2.276,2.898,2.032,2.411,2.26,0.1873,0.1858,0.2289,0.1573,0.1366,0.1342,0.1162,0.1368,0.1138,0.0,0.08471,18.21,923.1,79800.0,13470000.0,55.3,7.328,0.7419,603.1,6170.0,10680000000.0,110600000000.0,1146000000000.0,2.837e+17,994800000000.0,10310000000000.0,3.192e+20,25.87,0.167,0.0002172,1758.0,0.001837,0.07263,0.5565,62.37,220.5,175.1,0.009485,974.5,808.4,572.7,-132.9,5.933,-1.362,-2.63,-1.463,-0.8404,-1.422,-2.511,-0.8284,-1.001,-2.289,-0.1334,-0.1302,-0.8844,0.5679,-0.2551,0.139,0.08042,0.09617,0.03087,0.02368,0.05932,0.0,0.1785,46.9,2507.0,212100.0,38490000.0,80.9,-5.815,1.817,8855000.0,92870000.0,-78400000000000.0,-822300000000000.0,-8624000000000000.0,1.388e+21,7403000000000000.0,7.764e+16,1.602e+24,0.37608975,0.51735526,0.44447568,0.5012218,0.6708237,0.4787128,0.2215126,0.20019002,0.42214552,0.5184292,0.37466478,0.38824764,calmness
358,11.89,0.09843,0.0002678,194.8,0.0009071,0.03375,0.04087,28.17,2.915,38.6,0.0002287,440.2,371.6,541.9,68.61,4.909,2.746,2.882,2.409,2.341,2.759,1.929,3.196,3.267,3.284,2.877,2.354,0.0917,0.1725,0.2657,0.1622,0.1517,0.1322,0.1194,0.1282,0.1434,0.0,0.07172,10.87,753.8,84170.0,15670000.0,41.69,1.298,0.6471,599.5,5806.0,10620000000.0,107100000000.0,1079000000000.0,2.822e+17,960700000000.0,9675000000000.0,3.006e+20,23.29,0.1512,0.0002239,1743.0,0.001864,0.07346,0.5648,58.44,219.9,179.2,0.009594,913.2,727.8,559.5,-124.1,5.869,-0.358,-2.023,-1.938,-0.4786,-0.8672,-1.821,-0.6786,0.0385,-0.8432,-1.133,-1.997,-0.913,0.5948,-0.2754,0.1728,0.05599,0.05803,0.04319,0.06961,0.06614,0.0,0.179,44.38,2372.0,213400.0,36990000.0,68.82,-5.268,1.807,8857000.0,92890000.0,-78440000000000.0,-822700000000000.0,-8628000000000000.0,1.389e+21,7407000000000000.0,7.768e+16,1.603e+24,0.40735567,0.4642968,0.37734976,0.34568408,0.39380845,0.36902234,0.3751248,0.306865,0.44648224,0.52251196,0.44952515,0.46956047,calmness
359,6.304,0.06384,0.0003379,193.9,0.0007209,0.02644,0.04278,16.39,4.298,8.507,0.0002033,256.1,197.0,226.8,50.0,3.03,2.428,2.599,1.964,2.016,2.187,1.987,2.148,2.851,2.082,2.372,2.523,0.05514,0.1241,0.2151,0.1546,0.128,0.1251,0.1202,0.1228,0.1156,0.0,0.05622,7.349,585.3,63310.0,12010000.0,30.88,1.159,0.4835,602.0,5461.0,10670000000.0,104300000000.0,1015000000000.0,2.835e+17,938800000000.0,9133000000000.0,2.828e+20,20.18,0.1238,0.0002098,1752.0,0.001844,0.073,0.5489,51.1,218.8,150.3,0.009155,798.4,630.7,445.2,-118.5,7.142,-0.3231,-2.031,-1.937,-0.9834,-1.566,-1.252,0.9432,1.271,-1.374,-1.879,-1.633,-0.9387,0.631,-0.2859,0.1552,0.1236,0.06997,0.01851,0.06728,0.06149,0.0,0.183,41.76,2254.0,213700.0,36450000.0,66.82,-5.191,1.835,8859000.0,92910000.0,-78480000000000.0,-823000000000000.0,-8632000000000000.0,1.39e+21,7410000000000000.0,7.771e+16,1.604e+24,0.47029665,0.47106546,0.38296062,0.35258636,0.36010134,0.34246415,0.34747604,0.339458,0.5300923,0.61060905,0.5452648,0.5607621,calmness
360,6.515,0.05903,0.0002319,190.0,0.0006927,0.02603,0.05941,17.63,3.472,10.97,0.0001675,275.4,203.6,275.0,50.07,3.493,2.583,2.39,2.425,2.21,2.245,2.144,2.05,2.141,2.603,2.443,2.07,0.05491,0.1346,0.2453,0.1572,0.1351,0.1432,0.117,0.1289,0.1125,0.0,0.05985,8.325,632.3,67760.0,12930000.0,32.02,1.157,0.5247,602.0,5337.0,10670000000.0,103200000000.0,991900000000.0,2.836e+17,929300000000.0,8930000000000.0,2.765e+20,17.9,0.1052,0.0002294,1727.0,0.001945,0.07682,0.5338,46.35,219.5,173.8,0.009437,724.3,559.3,407.8,-118.9,8.232,0.5016,-1.69,-1.37,-0.8223,-1.398,-2.078,-0.2245,0.6627,0.2311,-0.3914,-0.6694,-0.9477,0.5947,-0.2015,0.147,0.139,0.05505,-0.003206,0.03186,0.05127,0.0,0.1873,40.41,2388.0,240300.0,41660000.0,62.14,-5.162,1.879,8861000.0,92930000.0,-78510000000000.0,-823400000000000.0,-8635000000000000.0,1.391e+21,7413000000000000.0,7.774e+16,1.605e+24,0.45926428,0.41373712,0.4272411,0.4820942,0.55617774,0.4974591,0.42985985,0.38581607,0.48802474,0.5121852,0.47961974,0.55971444,calmness
361,2.575,0.01851,0.001187,217.9,0.001441,0.0537,0.05449,5.017,44.83,33.28,0.0005245,78.4,80.48,79.87,81.77,5.3,2.846,2.301,2.168,1.934,1.811,2.46,2.299,2.136,2.505,2.46,2.649,0.08026,0.1432,0.2212,0.1351,0.09625,0.06559,0.05801,0.05002,0.0491,0.0,0.07587,4.91,418.1,46080.0,8814000.0,16.42,5.302,0.5451,602.4,2308.0,10680000000.0,76440000000.0,428900000000.0,2.839e+17,688800000000.0,3869000000000.0,1.196e+20,11.0,0.0519,0.0004735,1675.0,0.001861,0.07121,0.6448,23.08,138.1,136.5,0.01013,360.6,343.7,341.2,-154.1,23.45,-2.566,-0.4653,-2.378,-2.863,-3.698,-2.974,-1.121,-0.2135,-0.637,-1.203,-0.747,-0.9797,0.8077,0.2148,0.067,0.02264,0.02244,0.03008,0.0413,0.04979,0.0,0.1082,17.52,511.7,59530.0,10270000.0,25.13,-5.197,1.091,8863000.0,92940000.0,-78550000000000.0,-823700000000000.0,-8638000000000000.0,1.392e+21,7416000000000000.0,7.777e+16,1.606e+24,0.45164564,0.42347443,0.50842303,0.5482963,0.54663026,0.5463175,0.49244988,0.4824439,0.44653216,0.44526762,0.42378995,0.45336697,calmness
362,6.987,0.04379,0.0004165,204.7,0.0008047,0.02959,0.1037,9.473,23.3,11.74,0.001649,148.0,218.3,168.4,57.45,6.495,4.46,2.628,1.832,2.281,2.544,2.305,1.708,2.059,1.744,1.908,1.834,0.06466,0.2921,0.1926,0.1419,0.1143,0.08811,0.08204,0.07288,0.06128,0.0,0.04568,7.154,723.8,106400.0,20540000.0,19.68,1.518,0.4161,608.1,2023.0,10780000000.0,74400000000.0,376000000000.0,2.867e+17,670500000000.0,3392000000000.0,1.049e+20,8.483,0.04865,0.0001254,1639.0,0.0008108,0.03031,0.6332,19.37,195.6,23.82,0.01345,302.7,265.1,223.4,-183.8,24.47,1.036,-1.51,-1.711,-1.833,-0.7012,-0.2061,-0.7556,-0.2045,0.322,-1.412,-2.168,-0.9851,0.6836,0.2427,0.09141,0.01793,0.0003835,0.003722,0.0019,-0.004074,0.0,0.04855,16.32,828.3,119000.0,22390000.0,23.11,-5.933,0.4866,8865000.0,92950000.0,-78590000000000.0,-824000000000000.0,-8639000000000000.0,1.393e+21,7418000000000000.0,7.778e+16,1.606e+24,0.52618974,0.48091176,0.5327327,0.5287507,0.46165112,0.46463427,0.55788285,0.6495833,0.67344487,0.6846757,0.632689,0.5794821,calmness
363,3.769,0.03041,0.001159,206.1,0.001108,0.03841,0.04339,5.317,5.091,9.508,0.0002152,83.08,117.8,97.41,49.33,3.483,2.175,2.032,1.67,1.724,1.737,2.188,2.683,1.939,1.882,2.299,2.059,0.0527,0.1294,0.1851,0.1246,0.08296,0.06326,0.05784,0.05152,0.05364,0.0,0.04488,5.323,378.8,36970.0,6976000.0,18.08,1.455,0.2757,602.1,2247.0,10680000000.0,75880000000.0,417700000000.0,2.84e+17,682900000000.0,3758000000000.0,1.165e+20,10.97,0.05307,0.0004458,1646.0,0.001911,0.07259,0.6298,22.99,208.9,156.9,0.01012,359.2,342.8,339.2,-145.4,23.64,-1.731,0.07617,-1.571,-2.451,-3.196,-2.328,-1.362,-0.354,-0.3305,-1.738,-1.192,-0.9841,0.8251,0.2247,0.06071,0.009332,0.01393,0.03369,0.04445,0.04854,0.0,0.1119,17.31,499.5,57320.0,9791000.0,26.93,-4.919,1.128,8867000.0,92950000.0,-78630000000000.0,-824200000000000.0,-8641000000000000.0,1.394e+21,7421000000000000.0,7.779e+16,1.606e+24,0.5387124,0.477631,0.5274035,0.5466137,0.48743007,0.45469996,0.45664605,0.49234867,0.46105343,0.4561829,0.46482646,0.52697784,calmness
364,5.571,0.03809,0.0008533,206.3,0.0009819,0.03566,0.02634,4.816,4.534,22.52,0.0002549,75.24,174.1,81.87,50.14,3.689,2.256,2.235,1.733,1.682,1.776,2.115,2.042,2.005,2.011,1.961,2.047,0.05823,0.1391,0.2081,0.1293,0.08424,0.06136,0.0459,0.04359,0.04293,0.0,0.05103,6.273,404.6,40660.0,7710000.0,15.63,1.344,0.4022,601.0,2257.0,10660000000.0,75880000000.0,419600000000.0,2.837e+17,682900000000.0,3775000000000.0,1.17e+20,10.3,0.05005,0.0004055,1662.0,0.001963,0.07508,0.5935,21.66,189.5,147.0,0.009512,338.4,322.0,313.9,-144.0,23.56,-1.456,0.763,-1.564,-2.255,-3.044,-2.102,-1.285,-0.7965,-0.4166,-1.51,-0.884,-0.9845,0.785,0.2272,0.0851,0.03763,0.03326,0.03842,0.0423,0.04621,0.0,0.1195,16.88,500.6,56400.0,9677000.0,26.04,-4.697,1.2,8869000.0,92960000.0,-78660000000000.0,-824500000000000.0,-8642000000000000.0,1.395e+21,7423000000000000.0,7.78e+16,1.607e+24,0.5429243,0.5139813,0.5921505,0.62176996,0.56264603,0.51355594,0.45206407,0.4416038,0.4520858,0.4794728,0.47821754,0.5325854,calmness
365,6.062,0.05307,0.0002511,216.0,0.0008472,0.03165,0.02285,15.52,29.71,44.78,0.0001648,242.4,189.4,191.2,83.09,4.573,2.779,2.809,2.777,3.78,3.179,2.684,3.525,3.712,3.134,2.825,2.505,0.08197,0.1379,0.1884,0.1443,0.1292,0.1199,0.1221,0.1196,0.1303,0.0,0.07672,8.762,570.5,48630.0,8930000.0,32.91,5.221,0.6806,598.7,5191.0,10620000000.0,101700000000.0,965300000000.0,2.827e+17,913200000000.0,8665000000000.0,2.693e+20,18.52,0.09524,0.0002521,1750.0,0.001869,0.07268,0.5148,42.73,206.0,155.2,0.009353,667.6,578.8,444.9,-131.8,5.289,-3.15,-2.722,-5.61,-3.238,-3.035,-1.547,-0.741,-1.169,-0.1845,-1.533,-0.9041,-0.9483,0.6935,-0.238,0.1918,0.02471,0.1205,0.1136,0.1358,0.07285,0.0,0.1565,38.92,1788.0,161500.0,25810000.0,44.97,-5.136,1.58,8871000.0,92980000.0,-78700000000000.0,-824800000000000.0,-8644000000000000.0,1.396e+21,7426000000000000.0,7.783e+16,1.607e+24,0.4194391,0.38909158,0.40108496,0.36144876,0.37610888,0.41268566,0.40105796,0.44729346,0.42773363,0.46792474,0.4035285,0.40963832,solemnity
366,5.433,0.05292,0.0004773,195.9,0.0009241,0.03346,0.02852,15.59,16.16,7.589,0.0001023,243.6,169.8,157.5,50.5,3.522,2.264,1.987,1.894,2.111,1.971,1.757,1.85,2.072,2.126,2.283,1.8,0.05214,0.1591,0.195,0.1588,0.1332,0.1283,0.1259,0.1176,0.1284,0.0,0.07198,8.201,621.7,54100.0,9611000.0,28.83,1.11,0.5114,602.1,5084.0,10680000000.0,101100000000.0,945600000000.0,2.844e+17,909100000000.0,8503000000000.0,2.638e+20,18.34,0.1007,0.0006641,1708.0,0.002845,0.1124,0.5574,45.84,209.4,328.4,0.008998,716.2,573.1,412.6,-111.2,9.832,-1.962,-2.894,-3.838,-2.324,-2.406,-2.407,-2.219,-0.6247,0.1708,-2.011,-1.318,-0.9507,0.6287,-0.2069,0.2251,0.03386,0.09589,0.04584,0.08892,0.0756,0.0,0.2657,37.92,1910.0,184700.0,29970000.0,55.88,-4.533,2.675,8873000.0,92990000.0,-78740000000000.0,-825200000000000.0,-8648000000000000.0,1.397e+21,7429000000000000.0,7.785e+16,1.608e+24,0.4780246,0.3918617,0.40995967,0.41199043,0.4686938,0.56497204,0.5803708,0.65622914,0.5681968,0.56562966,0.47012547,0.4533392,solemnity
367,8.028,0.07236,0.0004088,203.4,0.0009504,0.03487,0.05926,20.74,7.976e-13,20.43,0.0003394,324.0,250.9,291.3,50.91,4.842,2.877,2.63,2.582,2.089,2.026,2.314,2.463,2.116,2.273,2.536,2.009,0.06342,0.1496,0.1773,0.1455,0.1566,0.1558,0.1513,0.1184,0.1296,0.0,0.07997,10.2,677.4,50680.0,9469000.0,31.25,1.159,0.6815,602.6,5750.0,10700000000.0,107000000000.0,1070000000000.0,2.848e+17,962800000000.0,9621000000000.0,2.985e+20,20.32,0.1161,0.0004914,1754.0,0.002563,0.1011,0.5296,49.88,220.6,240.2,0.009561,779.4,634.9,437.8,-114.0,7.196,-2.811,-3.137,-4.725,-2.747,-2.095,-1.787,-2.084,-1.108,-1.094,-1.916,-0.9858,-0.9393,0.63,-0.2531,0.1907,0.02241,0.1051,0.04838,0.0927,0.08788,0.0,0.2411,40.87,1984.0,179300.0,29180000.0,60.72,-4.714,2.426,8875000.0,93010000.0,-78770000000000.0,-825500000000000.0,-8651000000000000.0,1.398e+21,7432000000000000.0,7.789e+16,1.609e+24,0.55086386,0.48375738,0.5326692,0.49449933,0.4530015,0.46482873,0.446622,0.44401932,0.42739135,0.5596103,0.51841635,0.5245007,solemnity
