Song,Quadrant,AllMusic Id,AllMusic Extraction Date,Artist,Title,Relevance,Year,LowestYear,Duration,Moods,MoodsAll,MoodsAllWeights,Genres,GenreWeights,Themes,ThemeWeights,Styles,StyleWeights,AppearancesTrackIDs,AppearancesAlbumIDs,Sample,SampleURL,ActualYear,num_Genres,num_MoodsAll
A094-110,Q1,MT0002309667,New,Chic,Good Times,,,,219.0,,"Exuberant,Sparkling,Happy,Warm,Energetic,Boisterous,Playful,Celebratory,Amiable/Good-Natured,Smooth,Carefree,Effervescent,Slick,Stylish,Confident,Lush,Dreamy,Joyous,Sophisticated","7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9","Pop/Rock,Dance-Pop,Funk,R&B,Club/Dance,Disco","8,8,8,9,9,9","Celebration,TGIF,Girls Night Out,Club","9,9,9,9",,,,,,,1979,,
A095-113,Q1,MT0049053054,New,Pharrell Williams,Happy,,,,232.0,,,,R&B,9,"Playful,Partying,Cool & Cocky,TGIF","9,9,9,9",,,,,,,2006,,
A096-68,Q3,MT0042124431,New,Evanescence,Hello,,,,,,"Melancholy,Delicate,Reflective,Bittersweet,Intense,Sentimental,Nocturnal,Wistful,Earnest,Yearning,Brooding,Dramatic,Searching,Angst-Ridden","7,7,7,7,7,7,7,7,7,7,7,7,7,7",Pop/Rock,10,"Feeling Blue,Winter,Heartache,Introspection,Late Night,Breakup,Reflection","7,7,7,7,7,7,7",,,,,,,2003,,
A097-152,Q3,MT0015708910,New,Michael Bublï¿½,Home,,,,226.0,,"Wistful,Romantic,Gentle,Intimate,Stylish,Reflective,Refined,Laid-Back/Mellow,Bittersweet,Literate,Sentimental","7,8,8,8,8,8,8,9,9,9,9","Traditional Pop,Adult Contemporary,Pop/Rock,Vocal Pop,Vocal","7,8,8,9,9","Introspection,Reflection,Heartache","7,8,8",,,,,,,2005,,
A098-154,Q4,MT0009421644,New,Shaina Noll,How Could Anyone,,,,,,,,"Healing,Meditation/Relaxation,New Age","8,9,10",,,,,,,,,1994,,
A100-124,Q1,MT0003222866,New,James Brown,I Feel Good,,,,,,"Happy,Uplifting,Rousing","7,7,7","R&B,Funk","7,7","In Love,Celebration","7,7",,,,,,,1975,,
A101-111,Q1,MT0032641004,New,Donna Summer,I Feel Love,,,,352.0,,"Yearning,Ethereal,Atmospheric,Elegant,Clinical,Lush,Sensual,Nocturnal,Sexy,Sexual,Dreamy,Passionate,Hypnotic","7,7,7,7,7,8,9,9,9,9,9,9,9","Club/Dance,Disco,R&B","9,9,9","Seduction,Late Night,Sex","7,9,9",,,,,,,1977,,
A102-114,Q1,MT0003428927,New,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),,,,,,"Carefree,Innocent,Cheerful,Fun,Exuberant,Sweet,Happy,Lively,Earnest","7,7,7,7,8,8,8,8,8","Dance-Pop,Adult Contemporary,Urban,R&B,Pop/Rock","8,8,8,8,8","In Love,New Love","7,9",,,,,,,1987,,
A103-99,Q2,MT0002643144,New,Lisa Marie Presley,Idiot,,,,249.0,,"Confident,Aggressive,Earnest,Rousing,Brooding,Swaggering,Cynical/Sarcastic,Sexy,Confrontational,Snide,Lively,Bitter,Nocturnal,Stylish,Brash,Angst-Ridden","7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9","Alternative/Indie Rock,Adult Alternative Pop/Rock,Pop/Rock","9,9,10","Cool & Cocky,Late Night","9,9",,,,,,,2005,,
A104-119,Q1,MT0007436103,New,Geri Halliwell,Its Raining Men,,,,,,"Rousing,Exuberant,Happy","7,7,7","Contemporary Pop/Rock,Teen Pop,Pop/Rock","7,7,7","Seduction,Sex,In Love,Celebration","7,7,7,7",,,,,,,2001,,
A105-117,Q1,MT0008266225,Old,Prince,Kiss,1.0418216,14/09/1993,14/09/1993,225.0,"Quirky,Sexy,Sparse,Witty","Confident,Playful,Quirky,Sexy,Sparse,Stylish,Witty","5,5,6,6,7,8,8","Electronic,R&B","7,8",,,"Club/Dance,Funk","7,8","MT0008266225,MT0008320233","MW0000102556,MW0000102556",0.0,,1993,,
A106-100,Q3,MT0033440132,New,Rockwell,Knife,,,,,,,,"Contemporary R&B,R&B","9,10",,,,,,,,,1984,,
A107-115,Q1,MT0053459072,New,David Bowie,Let's Dance,,,,,,"Lively,Stylish,Brash,Rousing,Swaggering,Nocturnal,Celebratory,Dramatic,Playful,Bravado","9,9,9,9,9,9,9,9,9,9","Pop/Rock,Album Rock,Blue-Eyed Soul,Soul,R&B,Punk/New Wave,New Wave,Contemporary Pop/Rock","9,9,9,9,9,9,9,9","Partying,TGIF","9,9",,,,,,,1983,,
A109-138,Q4,not_found,New,Diana Krall,Love is Where You Are,,,,,,,,,,,,,,,,,,,,
A111-141,Q4,MT0013902576,New,Norah Jones,Moon Song,,,,165.0,,,,,,,,,,,,,,2004,,
A114-120,Q1,MT0001671601,New,Luther Vandross,Never Too Much,,,,233.0,,"Soothing,Intimate,Sensual,Romantic","8,8,8,8","R&B,Quiet Storm,Urban","8,8,8","Slow Dance,In Love,Romantic Evening,New Love","8,8,8,8",,,,,,,1981,,
A115-84,Q1,MT0004971929,New,Frank Sinatra,"Theme From New York, New York",,,,208.0,,"Yearning,Stylish,Gutsy,Brassy,Confident,Refined,Elegant,Swaggering,Theatrical,Carefree,Boisterous,Celebratory,Sophisticated,Bravado,Uncompromising,Brash","7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9","Show Tunes,Stage & Screen,Cast Recordings,Traditional Pop,Vocal,Vocal Pop","7,7,7,8,9,9","Guys Night Out,Partying,Drinking,Motivation,Dinner Ambiance,Freedom,Empowerment,Cool & Cocky,Celebration","7,7,7,8,9,9,9,9,9",,,,,,,1979,,
A116-135,Q2,MT0058604786,New,Avenged Sevenfold,Nightmare Theme,,,,304.0,,,,,,,,,,,,,,2015,,
A117-76,Q3,MT0002620427,New,Sinï¿½ad O'Connor,Nothing Compares 2 U,,,,310.0,,"Plaintive,Melancholy,Sentimental,Passionate,Intimate,Cathartic,Yearning","7,7,7,7,8,8,8","Contemporary Pop/Rock,Adult Contemporary,Adult Alternative Pop/Rock,Pop/Rock,Alternative/Indie Rock","7,7,8,8,8","Rainy Day,Regret,Heartache,Feeling Blue","7,7,7,8",,,,,,,1990,,
A119-151,Q4,MT0061551038,New,Ciaran McAuley (Lisa Gerrard),On an Ocean,,,,,,,,,,,,,,,,,,,,
A120-168,Q4,MT0003695224,Old,Enya,Paint the Sky With Stars,1.0482587,11/11/1997,11/11/1997,255.0,"Atmospheric,Calm/Peaceful,Circular,Complex,Detached,Dreamy,Elegant,Ethereal,Gentle,Hypnotic,Light,Lush,Pastoral,Plaintive,Refined,Relaxed,Searching,Sentimental,Slick,Smooth,Soft/Quiet,Soothing,Sophisticated,Sparkling,Wistful","Atmospheric,Calm/Peaceful,Circular,Complex,Detached,Dreamy,Elegant,Ethereal,Gentle,Hypnotic,Light,Lush,Pastoral,Plaintive,Refined,Reflective,Relaxed,Searching,Sentimental,Slick,Smooth,Soft/Quiet,Soothing,Sophisticated,Sparkling,Wistful","8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","International,New Age,Pop/Rock","8,8,8","Introspection,Meditation,Reflection,Relaxation,Sweet Dreams,The Creative Side","8,8,9,9,9,9","Adult Alternative,Adult Alternative Pop/Rock,Alternative/Indie Rock,Celtic,Contemporary Celtic","8,8,8,8,8","MT0003695224,MT0005337605,MT0007342854,MT0010735406,MT0011701813,MT0030501567,MT0035699418","MW0000029759,MW0000029759,MW0000029759,MW0000029759,MW0000764161,MW0000764161,MW0000764161",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=HttYVwXlgekrYjnbc0KsMDqpU4hxl5saPDaNIVORh-E=&f=J,1997,,
A126-77,Q3,MT0020097545,New,SinÃ©ad OâConnor,Sacrifice,,,,,,,,,,,,,,,,,,,,
A127-133,Q2,MT0008425110,New,Vio-Lence,Serial Killer,,,,,,"Fiery,Aggressive,Volatile,Bitter,Angry,Menacing,Nihilistic,Confrontational,Cathartic,Malevolent,Visceral,Hostile,Harsh","7,7,7,7,8,8,8,8,8,8,9,9,9","Heavy Metal,Hard Rock,Pop/Rock","9,9,10","Loss/Grief,Scary Music","8,9",,,,,,,1988,,
A128-109,Q1,MT0010316769,New,Beyoncï¿½,Single Ladies (Put a Ring On It),,,,192.0,,"Exuberant,Fun,Urgent,Aggressive,Confident,Celebratory,Exciting,Energetic,Rambunctious,Carefree,Swaggering,Slick,Stylish,Playful","7,7,7,7,7,7,7,7,7,8,9,9,9,9","Pop,Contemporary R&B,R&B","7,9,10","Celebration,Sex,Playful,Mischief,TGIF,Club,Girls Night Out,Partying","7,7,7,7,7,7,9,9",,,,,,,2008,,
A130-162,Q3,MT0004802925,New,Red House Painters,Song for a Blue Guitar,,,,360.0,,,,"Alternative/Indie Rock,Sadcore,Dream Pop,Alternative Pop/Rock,Pop/Rock","9,9,9,9,10",,,,,,,,,1996,,
A131-101,Q2,MT0005037170,New,Mr. Hyde,Spill Your Blood,,,,259.0,,,,,,,,,,,,,,2004,,
A132-121,Q1,MT0032955866,New,The Ten Tenors,"Bee Gees Medley: Staying Alive, You Should Be Dancing/How Deep Is Your",,,,344.0,,,,,,,,,,,,,,,,
A134-142,Q4,MT0003011984,New,Norah Jones,Sunrise,,,,199.0,,"Warm,Romantic,Calm/Peaceful,Soft/Quiet,Laid-Back/Mellow,Gentle","7,8,8,8,8,9","Alternative/Indie Rock,Pop/Rock,Adult Alternative Pop/Rock","8,8,8","Comfort,Early Morning","8,9",,,,,,,2004,,
A136-97,Q2,MT0012664546,New,Machine Head,Take My Scars,,,,259.0,,"Fiery,Menacing,Energetic,Volatile,Fierce,Aggressive,Gritty,Hostile","7,7,7,7,8,8,8,8","Pop/Rock,Heavy Metal,Alternative Metal","8,8,8",,,,,,,,,1997,,
A137-153,Q4,MT0057606266,New,Katie Melua,"Thank You, Stars",,,,220.0,,,,"Jazz Blues,Vocal Jazz,Jazz,Alternative/Indie Rock,Adult Alternative Pop/Rock,Pop/Rock","8,8,8,9,9,10",,,,,,,,,2003,,
A140-166,Q2,MT0005747641,Old,Five Finger Death Punch,The Bleeding,1.0461563,2007-??-??,2007-??-??,268.0,"Aggressive,Belligerent,Lively,Nostalgic,Pulsing,Strong","Aggressive,Belligerent,Lively,Nostalgic,Pulsing,Strong","5,5,5,5,5,5",Pop/Rock,5,,,"Heavy Metal,Speed/Thrash Metal","5,5","MT0005054700,MT0005747641,MT0009864727,MT0010065256,MT0010065273,MT0015964398,MT0020247729,MT0020253595,MT0020386903,MT0020388860,MT0029988770,MT0034635730,MT0039967316,MT0039967330,MT0041898099,MT0044577053,MT0044975834,MT0047525010,MT0047525067,MT0047525101,MT0047621549,MT0048218907,MT0048894524,MT0052406567","MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0000746836,MW0001576876,MW0001576876,MW0001576876,MW0001576876,MW0001576876,MW0001576876,MW0002550885,MW0002550885,MW0002550885,MW0002550885,MW0002550885,MW0002550885,MW0002581639",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=0bkxMEvDIDXzG8Z12cN5NP3pqi0RS20pHqZddGAWQOA=&f=J,2007,,
A141-139,Q4,MT0010266164,New,Diana Krall,Boy from Ipanema,,,,,,,,,,,,,,,,,,,,
A142-98,Q2,MT0047759423,New,Dream Theater,The Enemy Inside,,,,,,,,"Neo-Prog,Prog-Rock","9,9",,,,,,,,,2013,,
A143-72,Q3,MT0003327794,New,Sarah McLachlan,Angel,,,,328.0,,"Calm/Peaceful,Gentle,Soothing","7,8,8","Alternative/Indie Rock,Pop/Rock,Adult Alternative Pop/Rock","8,8,8",,,,,,,,,1997,,
A145-134,Q4,MT0045212466,New,Norah Jones,Those Sweet Words,,,,,,"Sensual,Intimate,Laid-Back/Mellow,Warm","7,7,8,9","Contemporary Jazz,Vocal Jazz,Jazz","7,8,8","Relaxation,Affection/Fondness,In Love,Romantic Evening,Background Music","7,7,7,7,7",,,,,,,2004,,
A146-118,Q1,MT0053539051,New,The Beatles,Twist and Shout,,,,,,"Passionate,Raucous,Cheerful,Earnest,Happy,Rollicking,Amiable/Good-Natured,Fun,Energetic,Exciting,Bright,Rousing,Exuberant","7,7,7,7,7,8,8,8,9,9,9,9,9","Contemporary Pop/Rock,Rock & Roll,Merseybeat,Early Pop/Rock,British Invasion,Pop/Rock","9,9,9,9,9,9",,,,,,,,,1963,,
A147-169,Q2,MT0050564011,New,Striker,Two Minutes to Midnight,,,,,,,,,,,,,,,,,,,,
A148-102,Q1,MT0006937168,Old,Billy Joel,Uptown Girl,1.4917895,1983-08-??,,197.0,"Amiable/Good-Natured,Brash,Bravado,Bright,Cheerful,Fun,Happy,Lively,Nostalgic,Rollicking,Rousing,Swaggering","Amiable/Good-Natured,Brash,Bravado,Bright,Cheerful,Fun,Happy,Lively,Nostalgic,Rollicking,Rousing,Swaggering","5,7,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"In Love,Joy,New Love","5,9,9","Album Rock,Contemporary Pop/Rock,Soft Rock","9,9,9","MT0000448146,MT0000826011,MT0001208193,MT0001456464,MT0001680552,MT0002171410,MT0003029362,MT0003045207,MT0004708551,MT0004864051,MT0004877496,MT0005009132,MT0005170824,MT0005703614,MT0005852607,MT0006050209,MT0006395865,MT0006847219,MT0006891766,MT0006937168,MT0007201286,MT0007346004,MT0007565001,MT0008922903,MT0008960275,MT0009356080,MT0009847505,MT0009996344,MT0010018760,MT0010291589,MT0010340740,MT0011395438,MT0011428210,MT0011625299,MT0011763823,MT0012072040,MT0012874703,MT0013326440,MT0013902017,MT0014109558,MT0014971492,MT0015000795,MT0016755837,MT0018207836,MT0018380412,MT0020057782,MT0028047622,MT0028278089,MT0028623663,MT0028741301,MT0029844334,MT0029852264,MT0030516495,MT0031449543,MT0031763216,MT0032948684,MT0033193049,MT0034829098,MT0034987262,MT0035597631,MT0036188494,MT0036358783,MT0037376980,MT0037963527,MT0038208234,MT0039258216,MT0039478159,MT0041061032,MT0041211890,MT0042114497,MT0042155856,MT0042280311,MT0043350035,MT0043401821,MT0043476766,MT0043531735,MT0043650663,MT0043670577,MT0044916331,MT0045065655,MT0045291840,MT0045360671,MT0045409489,MT0046249906,MT0046900352,MT0047491813,MT0047527977,MT0047736948,MT0048436396,MT0048976424,MT0048977994,MT0048978085,MT0049252514,MT0049350526,MT0049503760,MT0049505202,MT0049505223,MT0051007590","MW0000014115,MW0000014115,MW0000014115,MW0000014115,MW0000014115,MW0000014115,MW0000028692,MW0000028692,MW0000028692,MW0000028692,MW0000184180,MW0000190391,MW0000190391,MW0000190391,MW0000190391,MW0000190391,MW0000190391,MW0000190391,MW0000190391,MW0000190391,MW0000190510,MW0000190510,MW0000190510,MW0000190510,MW0000190510,MW0000190510,MW0000190510,MW0000190510,MW0000190510,MW0000193663,MW0000193663,MW0000193663,MW0000216002,MW0000216002,MW0000216002,MW0000216002,MW0000268740,MW0000268740,MW0000272776,MW0000375441,MW0000375441,MW0000455457,MW0000455457,MW0000455457,MW0000455457,MW0000455457,MW0000455457,MW0000456881,MW0000456881,MW0000463047,MW0000463047,MW0000464562,MW0000464562,MW0000472064,MW0000493532,MW0000504410,MW0000650316,MW0000650316,MW0000650316,MW0000650316,MW0000650316,MW0000650316,MW0000650316,MW0000650316,MW0000719228,MW0000739591,MW0000739591,MW0000739591,MW0000739591,MW0000765178,MW0000812611,MW0000888257,MW0000933957,MW0001003829,MW0001254043,MW0001270065,MW0001455447,MW0001624018,MW0001624018,MW0001641743,MW0001990481,MW0001990481,MW0002012463,MW0002206733,MW0002338841,MW0002338841,MW0002393645,MW0002413585,MW0002427259,MW0002522235,MW0002559917,MW0002608132,MW0002612740,MW0002648353,MW0002648353,MW0002648353,MW0002648353,MW0002648353",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=QxzAxUkx1ACSrSdpcXlbZJjWf7KriH64XH0cLbjLrOY=&f=J,1983,,
A150-132,Q2,MT0043488789,New,Bruce Springsteen,War,,,,,,"Energetic,Rebellious","7,7","Pop/Rock,Heartland Rock","7,7",,,,,,,,,,,
A151-172,Q2,MT0059650270,New,Black Sabbath,War Pigs,,,,444.0,,"Eerie,Confident,Greasy,Paranoid,Gutsy,Brooding,Gritty,Druggy,Street-Smart,Ominous,Gloomy,Dramatic,Menacing","7,9,9,9,9,9,9,9,9,9,9,9,9","Hard Rock,Heavy Metal,Album Rock,British Metal,Pop/Rock","7,9,9,9,10","Guys Night Out,Imagination,Cool & Cocky,Empowerment","9,9,9,9",,,,,,,1970,,
A152-108,Q1,MT0010510975,New,Queen,We Are the Champions,,,,182.0,,"Theatrical,Rousing,Bravado,Dramatic","8,8,8,9","Album Rock,Pop/Rock","8,8","Empowerment,Victory","7,8",,,,,,,1978,,
A153-130,Q1,MT0015919752,New,Irene Cara,What a Feeling,,,,245.0,,"Rousing,Happy","7,7","Electronic,Euro-Dance,Club/Dance","7,7,7","In Love,Celebration","7,7",,,,,,,2002,,
A157-71,Q3,MT0010100364,New,The Beatles,Yesterday,,,,125.0,,"Melancholy,Precious,Delicate,Intimate,Plaintive,Earnest,Yearning,Wistful,Bittersweet,Poignant,Reflective,Searching","7,7,7,8,9,9,9,9,9,9,9,9","Singer/Songwriter,Psychedelic/Garage,Folk-Rock,British Invasion,Contemporary Pop/Rock,Early Pop/Rock,Pop/Rock","7,8,8,9,9,9,9","Feeling Blue,Breakup,Heartache","9,9,9",,,,,,,1965,,
A159-164,Q2,MT0035819434,New,DJ Whoo Kid,Be Dead,,,,230.0,,,,,,,,,,,,,,,,
A160-149,Q1,MT0008312127,Old,Barry White,"You're the First, the Last, My Everything",1.0339426,1992-??-??,1992-??-??,0.0,"Elaborate,Hypnotic,Joyous,Lush,Sexy,Sparkling","Atmospheric,Confident,Dreamy,Elaborate,Elegant,Exuberant,Hypnotic,Joyous,Lush,Passionate,Romantic,Sensual,Sentimental,Sexy,Slick,Smooth,Sophisticated,Sparkling,Street-Smart,Stylish","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",R&B,9,"Anniversary,Club,In Love,Late Night,New Love,Romantic Evening,Seduction,Sex","9,9,9,9,9,9,9,9","Disco,Smooth Soul,Soul,Urban","9,9,9,9",MT0008312127,MW0000076649,0.0,,1992,,
A162,Q1,MT0041139710,New,Aretha Franklin,Wonderful,,,,242.0,,,,,,,,,,,,,,2003,,
A165,Q4,not_found,New,Amata,Water Song,,,,,,,,,,,,,,,,,,,,
A166,Q1,MT0046805767,New,Glee,Wake Me Up Before You Go-Go,,,,227.0,,,,,,,,,,,,,,,,
A167,Q1,MT0043617289,New,Sam Cooke,Twistin' The Night Away,,,,,,"Cheerful,Playful,Energetic,Joyous,Refined,Lively,Confident,Bright,Fun,Light,Effervescent,Rousing,Carefree,Happy,Celebratory,Sparkling","7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9","Uptown Soul,Pop-Soul,R&B,Soul","7,8,9,9","Motivation,Partying,Small Gathering","7,8,8",,,,,,,1962,,
A168,Q4,MT0041801071,New,Enigma,The Voice of Enigma,,,,141.0,,"Stylish,Lush,Dramatic,Atmospheric,Trippy,Indulgent,Elaborate","7,7,8,8,8,9,9","Electronic,Ethnic Fusion,Club/Dance,New Age","9,9,9,10",Reminiscing,8,,,,,,,1990,,
A170,Q3,not_found,New,Silverchair,Suicidal Dream,,,,,,,,,,,,,,,,,,,0.0,0.0
A171,Q3,MT0048130890,New,A Great Big World,Say Something,,,,232.0,,"Sentimental,Detached,Brittle,Introspective,Thoughtful,Reflective,Understated,Elegant,Yearning,Sparse,Desperate,Cathartic,Melancholy,Bittersweet,Searching,Dramatic,Wintry,Amiable/Good-Natured,Warm,Regretful,Powerful,Poignant,Austere,Earnest,Wistful,Cold,Sad,Somber,Passionate,Uplifting","7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9","Adult Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Singer/Songwriter","7,7,9","Conflict,In Love,Heartache,Affection/Fondness,Long Walk,Reflection,Relationships,Goodbyes,Heartbreak,Introspection,Breakup,Sorrow,Separation","7,7,7,7,7,8,8,8,8,8,9,9,9",,,,,,,2014,,
A172,Q2,MT0042612968,New,Nickelback,Rockstar,,,,256.0,,"Brooding,Menacing,Poignant,Aggressive,Angst-Ridden,Rousing,Reflective,Searching,Earnest","7,7,7,8,8,9,9,9,9","Post-Grunge,Alternative Metal,Pop/Rock,Heavy Metal","9,9,9,9","Hanging Out,Introspection","8,9",,,,,,,2005,,
A174,Q2,MT0004553983,Old,Eminem,Renegade,1.0429095,11/09/2001,11/09/2001,337.0,"Brash,Cold,Confrontational,Fiery,Malevolent,Menacing,Nocturnal,Ominous,Rebellious,Somber,Street-Smart,Swaggering,Uncompromising,Witty","Brash,Cold,Confident,Confrontational,Fiery,Malevolent,Menacing,Nocturnal,Ominous,Rebellious,Somber,Street-Smart,Swaggering,Uncompromising,Witty","6,6,6,7,7,7,8,8,8,8,9,9,9,9,9",Rap,9,"Cool & Cocky,Guys Night Out","9,9","East Coast Rap,Hardcore Rap","9,9","MT0001919313,MT0004491123,MT0004553983,MT0006304778,MT0007634782,MT0013647839,MT0014695968,MT0018607368,MT0018774562,MT0029653000,MT0029727249,MT0030281824,MT0044596900,MT0044596929,MT0044691784,MT0044730126,MT0045192137,MT0045218006,MT0045545851","MW0000013442,MW0000013442,MW0000013442,MW0000013442,MW0000013442,MW0000013442,MW0000013442,MW0000013442,MW0000423596,MW0000423596,MW0000423596,MW0000423596,MW0000539325,MW0000539325,MW0000673369,MW0000673369,MW0000673369,MW0000673369,MW0002408372",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=rnUNLm9G7EdVuL09DmjVjpjWf7KriH64XH0cLbjLrOY=&f=J,2001,,
A176,Q2,MT0026627048,New,System of a Down,Prison Song,,,,,,"Rousing,Visceral,Manic,Cathartic,Provocative,Energetic,Passionate,Cerebral,Complex,Intense,Fiery","7,7,7,7,8,8,8,8,9,9,9","Heavy Metal,Alternative Metal,Pop/Rock","9,9,10",Revolution,8,,,,,,,2001,,
A177,Q2,MT0012662157,New,Green Day,Platypus (I Hate You),,,,141.0,,"Rollicking,Boisterous","7,8","Pop/Rock,Post-Grunge,Alternative/Indie Rock,Punk Revival,Alternative Pop/Rock,Pop Punk","9,9,9,9,9,9","Hanging Out,Drinking,Guys Night Out,TGIF","7,8,8,9",,,,,,,1997,,
A178,Q4,MT0015431238,New,Cat Stevens,Peace Train,,,,252.0,,"Cerebral,Laid-Back/Mellow,Sentimental,Soft/Quiet,Reflective,Sweet,Gentle,Wistful,Poignant,Warm","8,9,9,9,9,9,9,9,9,9","Singer/Songwriter,Soft Rock,Album Rock,Contemporary Pop/Rock,Pop/Rock","7,9,9,9,10","Introspection,Family Gatherings,Reminiscing","9,9,9",,,,,,,1971,,
A179,Q4,not_found,New,Monica Brown,One People One Land,,,,,,,,,,,,,,,,,,,,
A182,Q2,MT0001896613,New,Eminem,Lose Yourself,,,,265.0,,"Spooky,Searching,Urgent,Swaggering,Rousing,Tense/Anxious,Hypnotic,Cathartic,Confident,Intense,Angst-Ridden,Dramatic,Atmospheric","9,9,9,9,9,9,9,9,9,9,9,9,9","Hardcore Rap,Rap","9,10","Drinking,Late Night,Motivation,Night Driving,Partying,Cool & Cocky,Freedom,Exercise/Workout,Empowerment","9,9,9,9,9,9,9,9,9",,,,,,,2002,,
A183,Q2,MT0000977597,New,Rage Against the Machine,Killing in the Name,,,,314.0,,"Visceral,Energetic,Angry,Cathartic,Menacing,Boisterous,Provocative,Volatile,Hostile,Rousing,Confrontational,Intense,Rebellious,Fierce,Uncompromising,Outraged,Aggressive","7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9","Rap-Metal,Alternative Metal,Alternative Pop/Rock,Alternative/Indie Rock,Pop/Rock","9,9,9,9,10","Revolution,Empowerment","9,9",,,,,,,1992,,
A186,Q4,not_found,New,Glyn Lehmann,I Am the Earth,,,,,,,,,,,,,,,,,,,,
A187,Q1,MT0001794765,New,Sister Sledge,He's the Greatest Dancer,,,,214.0,,"Playful,Lush,Carefree,Stylish,Slick,Fun","7,7,8,8,8,8","Disco,R&B","8,8",Club,8,,,,,,,1979,,
A188,Q3,MT0053000235,New,Billie Holiday,"Gloomy Sunday, 1941",,,,193.0,,,,,,,,,,,,,,,,
A190,Q4,not_found,New,Gloria Sklerov and Barbara Rothstein,Friends are Quiet Angels,,,,,,,,,,,,,,,,,,,,
A191,Q3,MT0042129410,New,Demi Lovato,For the Love of a Daughter,,,,240.0,,,,"Dance-Pop,Teen Pop,Pop/Rock","7,9,9",,,,,,,,,2011,,
A192,Q4,MT0003354348,New,Skip West,Family Is a Family,,,,,,,,Pop/Rock,10,,,,,,,,,1995,,
A193,Q2,MT0009900724,New,Survivor,Eye of the Tiger,,,,,,"Exciting,Bravado,Confident,Celebratory,Brash,Theatrical,Rousing,Swaggering","8,9,9,9,9,9,9,9","Contemporary Pop/Rock,Pop/Rock,Album Rock,Arena Rock","9,9,9,9","Motivation,Sports,Empowerment,Affirmation,Guys Night Out,TGIF,Victory,Award Winners","9,9,9,9,9,9,9,9",,,,,,,1982,,
A194,Q2,MT0001398971,New,Korn,Dead Bodies Everywhere,,,,,,"Angry,Harsh,Bleak,Gloomy,Hostile,Wintry","7,7,7,7,7,8","Heavy Metal,Alternative Metal,Pop/Rock","9,9,10",,,,,,,,,1998,,
A195,Q3,MT0046046309,New,Bruno Mars,Dancing with another man,,,,213.0,,"Smooth,Wistful,Romantic,Stylish,Intimate,Bright,Confessional,Poignant,Sweet,Yearning,Desperate,Plaintive,Nostalgic,Bittersweet,Introspective,Sparkling,Melancholy,Refined,Whimsical,Delicate,Tender,Sentimental,Regretful","7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9","Pop,Pop/Rock","8,9","Reflection,Relationships,Reminiscing,Heartache,Regret,Breakup","7,7,7,8,9,9",,,,,,,2012,2.0,23.0
A196,Q1,MT0014824459,New,Martha & the Vandellas,Dancing in the Street,,,,158.0,,"Passionate,Energetic,Intense,Street-Smart,Sweet,Fun,Aggressive,Rollicking,Confident,Brash,Swaggering,Playful,Boisterous,Lively,Joyous,Celebratory,Rousing,Summery","7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9","Pop/Rock,Girl Groups,Motown,Soul,R&B,Pop-Soul","7,7,8,8,8,8","Partying,Pool Party,Exercise/Workout,TGIF,Housework,Summer,Motivation,Freedom,Girls Night Out","7,7,7,7,8,8,8,9,9",,,,,,,1964,,
A198,Q4,MT0000493291,New,Billie Holiday,But Beautiful,,,,272.0,,,,"Classic Female Blues,Traditional Pop,Blues,Vocal Jazz,Vocal","9,9,9,9,10",,,,,,,,,1958,,
MT0000004637,Q3,MT0000004637,Old,Charlie Poole,Bulldog Down in Sunny Tennessee,1.0107565,17/05/2005,17/05/2005,160.0,"Circular,Greasy,Messy","Atmospheric,Autumnal,Circular,Greasy,Gritty,Messy,Organic,Rustic,Wry","5,5,5,5,5,5,7,7,7","Country,International","5,6","Autumn,Celebration,Day Driving,Empowering,Feeling Blue,Freedom,Hanging Out,Late Night,Night Driving,Playful,Rainy Day,Road Trip,Small Gathering,Sunday Afternoon","5,5,5,5,5,5,5,5,5,7,7,7,7,7","Appalachian,North American Traditions,Old-Timey","5,5,6",MT0000004637,MW0000205770,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=loVS25PIM05eUdu24b4SN_3pqi0RS20pHqZddGAWQOA=&f=J,2005,,
